# MEAN_SAMPLE_SIZE = 112238
# TOTAL_GENES = 19235
# CONDITIONED_INTERNAL = genesize, log_genesize, genedensity, log_genedensity, samplesize, log_samplesize, inverse_mac, log_inverse_mac
SET                        NGENES       BETA   BETA_STD         SE            P FULL_NAME
Curated_gene_sets:garg...      24     0.0288    0.00102      0.187      0.43888 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_yellow_dn
Curated_gene_sets:garg...      75    -0.0704   -0.00438      0.109      0.74067 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_turquoise_up
Curated_gene_sets:garg...      51      0.192    0.00986      0.127     0.066097 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_turquoise_dn
Curated_gene_sets:garg...      17      0.417     0.0124      0.225     0.032214 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_red_up
Curated_gene_sets:garg...      25     0.0765    0.00276      0.211      0.35874 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_red_dn
Curated_gene_sets:garg...      27      0.221    0.00827      0.175      0.10332 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_magenta_up
Curated_gene_sets:garg...      12     -0.307   -0.00766      0.277      0.86587 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_magenta_dn
Curated_gene_sets:garg...      11     0.0575    0.00137      0.275      0.41718 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_lightyellow_up
Curated_gene_sets:garg...      10      0.753     0.0172      0.338     0.012824 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_lightyellow_dn
Curated_gene_sets:garg...      23     -0.264   -0.00911      0.234      0.87027 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_green_up
Curated_gene_sets:garg...      23      0.175    0.00604      0.202      0.19287 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_green_dn
Curated_gene_sets:garg...     128    -0.0268   -0.00218     0.0838      0.62529 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_blue_up
Curated_gene_sets:garg...      59      0.185     0.0102      0.126     0.070622 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_blue_dn
Curated_gene_sets:garg...      34   -0.00726  -0.000305      0.188      0.51541 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_black_up
Curated_gene_sets:garg...      11      0.599     0.0143      0.278     0.015388 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_black_dn
Curated_gene_sets:garg...      18     -0.333    -0.0102      0.238       0.9191 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_grey_up
Curated_gene_sets:garg...      68     -0.186     -0.011      0.127       0.9279 Curated_gene_sets:gargalovic_response_to_oxidized_phospholipids_grey_dn
Curated_gene_sets:take...      81     0.0083   0.000537      0.112      0.47059 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_6hr_up
Curated_gene_sets:take...      40     0.0434    0.00198      0.153      0.38839 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_6hr_dn
Curated_gene_sets:take...     175     -0.176    -0.0167     0.0813      0.98456 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_3d_up
Curated_gene_sets:take...      29    -0.0554   -0.00215      0.159      0.63582 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_3d_dn
Curated_gene_sets:take...     151     -0.148    -0.0131     0.0813      0.96554 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_8d_up
Curated_gene_sets:take...     189    -0.0797   -0.00787     0.0708      0.87004 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_8d_dn
Curated_gene_sets:take...     182     -0.169    -0.0163     0.0761      0.98672 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_10d_up
Curated_gene_sets:take...     134    0.00628   0.000523     0.0836      0.47005 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_10d_dn
Curated_gene_sets:take...     163     0.0157    0.00144     0.0801      0.42206 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_16d_up
Curated_gene_sets:take...     125     -0.111   -0.00889     0.0882      0.89513 Curated_gene_sets:takeda_targets_of_nup98_hoxa9_fusion_16d_dn
Curated_gene_sets:lope...      12     -0.229   -0.00572      0.295      0.78147 Curated_gene_sets:lopez_mesotelioma_survival_time_up
Curated_gene_sets:lope...       7      0.336     0.0064      0.341      0.16269 Curated_gene_sets:lopez_mesotelioma_survival_time_dn
Curated_gene_sets:bogn...      25     0.0896    0.00323        0.2       0.3274 Curated_gene_sets:bogni_treatment_related_myeloid_leukemia_up
Curated_gene_sets:bogn...      27     -0.294     -0.011      0.175      0.95338 Curated_gene_sets:bogni_treatment_related_myeloid_leukemia_dn
Curated_gene_sets:bilb...      58     0.0646    0.00354      0.124      0.30125 Curated_gene_sets:bilban_b_cll_lpl_up
Curated_gene_sets:bilb...      39     -0.175   -0.00788      0.156      0.86962 Curated_gene_sets:bilban_b_cll_lpl_dn
Curated_gene_sets:hoeb...      90      0.096    0.00655      0.103      0.17636 Curated_gene_sets:hoebeke_lymphoid_stem_cell_up
Curated_gene_sets:hoeb...      81      0.112    0.00728      0.108      0.14948 Curated_gene_sets:hoebeke_lymphoid_stem_cell_dn
Curated_gene_sets:pepp...      32      0.149    0.00605      0.179      0.20352 Curated_gene_sets:pepper_chronic_lymphocytic_leukemia_up
Curated_gene_sets:pepp...      20     0.0762    0.00246      0.237      0.37381 Curated_gene_sets:pepper_chronic_lymphocytic_leukemia_dn
Curated_gene_sets:akl_...      26      -0.27    -0.0099      0.197       0.9146 Curated_gene_sets:akl_htlv1_infection_up
Curated_gene_sets:akl_...      64    -0.0752   -0.00433      0.123      0.72896 Curated_gene_sets:akl_htlv1_infection_dn
Curated_gene_sets:rhei...      71     0.0884    0.00536      0.115      0.22134 Curated_gene_sets:rhein_all_glucocorticoid_therapy_up
Curated_gene_sets:rhei...     338   -0.00895   -0.00118     0.0532      0.56682 Curated_gene_sets:rhein_all_glucocorticoid_therapy_dn
Curated_gene_sets:mull...     257    -0.0638   -0.00732     0.0599       0.8565 Curated_gene_sets:mullighan_npm1_mutated_signature_1_up
Curated_gene_sets:mull...     122    0.00287   0.000228     0.0852      0.48657 Curated_gene_sets:mullighan_npm1_mutated_signature_1_dn
Curated_gene_sets:mull...     129    -0.0903   -0.00737     0.0837      0.85969 Curated_gene_sets:mullighan_npm1_mutated_signature_2_up
Curated_gene_sets:mull...      76   -0.00651  -0.000408      0.107      0.52432 Curated_gene_sets:mullighan_npm1_mutated_signature_2_dn
Curated_gene_sets:mull...     368     0.0915     0.0125     0.0505     0.035094 Curated_gene_sets:mullighan_mll_signature_1_up
Curated_gene_sets:mull...     228     0.0199    0.00215     0.0629      0.37582 Curated_gene_sets:mullighan_mll_signature_1_dn
Curated_gene_sets:mull...     404     0.0523     0.0075     0.0478      0.13695 Curated_gene_sets:mullighan_mll_signature_2_up
Curated_gene_sets:mull...     271       0.11     0.0129     0.0599     0.033401 Curated_gene_sets:mullighan_mll_signature_2_dn
Curated_gene_sets:mull...     319    -0.0551   -0.00704      0.053      0.85085 Curated_gene_sets:mullighan_npm1_signature_3_up
Curated_gene_sets:mull...     157     0.0331    0.00298     0.0761      0.33194 Curated_gene_sets:mullighan_npm1_signature_3_dn
Curated_gene_sets:tonk...      15     0.0467     0.0013      0.266      0.43015 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustained_in_granulocyte_up
Curated_gene_sets:tonk...       7      0.445    0.00849      0.375      0.11753 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustained_in_granulocyte_dn
Curated_gene_sets:tonk...     176      0.162     0.0154     0.0747     0.015034 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_hsc_up
Curated_gene_sets:tonk...     174   -0.00346  -0.000328      0.074      0.51864 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_hsc_dn
Curated_gene_sets:tonk...      50      0.161    0.00817       0.15       0.1417 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_granulocyte_up
Curated_gene_sets:tonk...      16      0.275    0.00793      0.232      0.11757 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_granulocyte_dn
Curated_gene_sets:tonk...     202     0.0908    0.00926     0.0659     0.084045 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_monocyte_up
Curated_gene_sets:tonk...      52     0.0372    0.00193      0.132      0.38925 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_monocyte_dn
Curated_gene_sets:tonk...     151     0.0463    0.00409     0.0834      0.28938 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_erythrocyte_up
Curated_gene_sets:tonk...      15    -0.0508   -0.00142      0.276      0.57302 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_erythrocyte_dn
Curated_gene_sets:tonk...      21      0.285    0.00941      0.197     0.074405 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustained_in_monocyte_up
Curated_gene_sets:tonk...       7     -0.154   -0.00293      0.376      0.65863 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustained_in_monocyte_dn
Curated_gene_sets:tonk...      41        0.1    0.00463      0.149       0.2505 Curated_gene_sets:tonks_targets_of_runx1_runx1t1_fusion_sustainded_in_erythrocyte_up
Curated_gene_sets:lope...      13     0.0622    0.00162      0.256      0.40398 Curated_gene_sets:lopez_mesothelioma_survival_worst_vs_best_up
Curated_gene_sets:lope...       7      0.213    0.00406      0.335      0.26215 Curated_gene_sets:lopez_mesothelioma_survival_worst_vs_best_dn
Curated_gene_sets:papa...      50     0.0185   0.000942      0.128      0.44232 Curated_gene_sets:papaspyridonos_unstable_aterosclerotic_plaque_up
Curated_gene_sets:papa...      42      0.212     0.0099      0.167      0.10189 Curated_gene_sets:papaspyridonos_unstable_aterosclerotic_plaque_dn
Curated_gene_sets:ditt...     112    -0.0203   -0.00155     0.0914      0.58798 Curated_gene_sets:dittmer_pthlh_targets_up
Curated_gene_sets:ditt...      73      0.192     0.0118      0.109     0.039141 Curated_gene_sets:dittmer_pthlh_targets_dn
Curated_gene_sets:uday...     131   -0.00754   -0.00062     0.0853      0.53523 Curated_gene_sets:udayakumar_med1_targets_up
Curated_gene_sets:uday...     220     0.0427    0.00454     0.0655      0.25735 Curated_gene_sets:udayakumar_med1_targets_dn
Curated_gene_sets:odon...     381     0.0114    0.00158     0.0497      0.40946 Curated_gene_sets:odonnell_tfrc_targets_up
Curated_gene_sets:odon...     125     0.0595    0.00478     0.0839      0.23897 Curated_gene_sets:odonnell_tfrc_targets_dn
Curated_gene_sets:odon...      74     0.0706    0.00437      0.107      0.25456 Curated_gene_sets:odonnell_targets_of_myc_and_tfrc_up
Curated_gene_sets:odon...      44      0.135    0.00647      0.142      0.16972 Curated_gene_sets:odonnell_targets_of_myc_and_tfrc_dn
Curated_gene_sets:sene...     431     0.0623    0.00923     0.0468     0.091258 Curated_gene_sets:senese_hdac1_targets_up
Curated_gene_sets:sene...     236      0.122     0.0134     0.0631      0.02691 Curated_gene_sets:senese_hdac1_targets_dn
Curated_gene_sets:sene...     221      0.127     0.0135     0.0663     0.028084 Curated_gene_sets:senese_hdac1_and_hdac2_targets_up
Curated_gene_sets:sene...     214      0.104     0.0109     0.0676     0.062295 Curated_gene_sets:senese_hdac1_and_hdac2_targets_dn
Curated_gene_sets:sene...     110       0.29     0.0219     0.0921   0.00081215 Curated_gene_sets:senese_hdac2_targets_up
Curated_gene_sets:sene...     118     0.0388    0.00303      0.092      0.33679 Curated_gene_sets:senese_hdac2_targets_dn
Curated_gene_sets:sene...     465      0.124     0.0191     0.0463    0.0036768 Curated_gene_sets:senese_hdac3_targets_up
Curated_gene_sets:sene...     498     0.0502    0.00797     0.0438      0.12627 Curated_gene_sets:senese_hdac3_targets_dn
Curated_gene_sets:lee_...     139      0.022    0.00187     0.0844      0.39692 Curated_gene_sets:lee_neural_crest_stem_cell_up
Curated_gene_sets:lee_...     102        0.2     0.0146      0.104     0.026768 Curated_gene_sets:lee_neural_crest_stem_cell_dn
Curated_gene_sets:humm...      41       0.19    0.00876      0.165      0.12491 Curated_gene_sets:hummel_burkitts_lymphoma_up
Curated_gene_sets:humm...      16     -0.184    -0.0053      0.248      0.77088 Curated_gene_sets:hummel_burkitts_lymphoma_dn
Curated_gene_sets:tien...      26       0.11    0.00406      0.181      0.27073 Curated_gene_sets:tien_intestine_probiotics_2hr_up
Curated_gene_sets:tien...      82     0.0995    0.00648      0.106        0.174 Curated_gene_sets:tien_intestine_probiotics_2hr_dn
Curated_gene_sets:tien...      53    -0.0584   -0.00306      0.127      0.67664 Curated_gene_sets:tien_intestine_probiotics_6hr_up
Curated_gene_sets:tien...     157     0.0114    0.00103     0.0776      0.44154 Curated_gene_sets:tien_intestine_probiotics_6hr_dn
Curated_gene_sets:tien...     535    -0.0565   -0.00929     0.0408      0.91694 Curated_gene_sets:tien_intestine_probiotics_24hr_up
Curated_gene_sets:tien...     202      0.137      0.014     0.0659     0.018605 Curated_gene_sets:tien_intestine_probiotics_24hr_dn
Curated_gene_sets:zhou...     477     0.0403    0.00627      0.046      0.19023 Curated_gene_sets:zhou_inflammatory_response_fima_up
Curated_gene_sets:zhou...     270      0.109     0.0129     0.0578     0.029153 Curated_gene_sets:zhou_inflammatory_response_fima_dn
Curated_gene_sets:zhou...     372     0.0357    0.00491     0.0522      0.24717 Curated_gene_sets:zhou_inflammatory_response_lps_up
Curated_gene_sets:kins...    1213     -0.017   -0.00413     0.0286       0.7241 Curated_gene_sets:kinsey_targets_of_ewsr1_flii_fusion_up
Curated_gene_sets:kins...     311     0.0585    0.00737     0.0553      0.14531 Curated_gene_sets:kinsey_targets_of_ewsr1_flii_fusion_dn
Curated_gene_sets:saba...      17     -0.128   -0.00382      0.241      0.70256 Curated_gene_sets:sabates_colorectal_adenoma_size_up
Curated_gene_sets:saba...      12     -0.236    -0.0059      0.277      0.80284 Curated_gene_sets:sabates_colorectal_adenoma_size_dn
Curated_gene_sets:saba...     127      0.125     0.0101     0.0866     0.074452 Curated_gene_sets:sabates_colorectal_adenoma_up
Curated_gene_sets:saba...     259  -0.000903  -0.000104     0.0607      0.50593 Curated_gene_sets:sabates_colorectal_adenoma_dn
Curated_gene_sets:scib...      18     -0.236   -0.00722       0.21       0.8696 Curated_gene_sets:scibetta_kdm5b_targets_up
Curated_gene_sets:scib...      74    -0.0157   -0.00097      0.114      0.55487 Curated_gene_sets:scibetta_kdm5b_targets_dn
Curated_gene_sets:naga...     172      0.108     0.0102     0.0731     0.069526 Curated_gene_sets:nagashima_nrg1_signaling_up
Curated_gene_sets:naga...      54    -0.0246    -0.0013      0.136      0.57163 Curated_gene_sets:nagashima_nrg1_signaling_dn
Curated_gene_sets:naga...      57      0.228     0.0124      0.131     0.040975 Curated_gene_sets:nagashima_egf_signaling_up
Curated_gene_sets:kim_...     213      0.138     0.0144     0.0673     0.020501 Curated_gene_sets:kim_wt1_targets_up
Curated_gene_sets:kim_...     439     0.0466    0.00696     0.0455      0.15306 Curated_gene_sets:kim_wt1_targets_dn
Curated_gene_sets:kim_...     162      0.166     0.0152     0.0746     0.013059 Curated_gene_sets:kim_wt1_targets_8hr_up
Curated_gene_sets:kim_...     121     0.0526    0.00416      0.083      0.26331 Curated_gene_sets:kim_wt1_targets_8hr_dn
Curated_gene_sets:kim_...     157       0.18     0.0162     0.0779     0.010282 Curated_gene_sets:kim_wt1_targets_12hr_up
Curated_gene_sets:kim_...     205       0.19     0.0195     0.0645    0.0016406 Curated_gene_sets:kim_wt1_targets_12hr_dn
Curated_gene_sets:elvi...     166      0.176     0.0163     0.0781     0.012189 Curated_gene_sets:elvidge_hypoxia_up
Curated_gene_sets:elvi...     142     0.0015   0.000128     0.0753      0.49206 Curated_gene_sets:elvidge_hypoxia_dn
Curated_gene_sets:elvi...     126       0.28     0.0226     0.0895   0.00086338 Curated_gene_sets:elvidge_hypoxia_by_dmog_up
Curated_gene_sets:elvi...      57     0.0446    0.00242      0.116      0.35053 Curated_gene_sets:elvidge_hypoxia_by_dmog_dn
Curated_gene_sets:elvi...      65     0.0453    0.00263      0.117      0.34957 Curated_gene_sets:elvidge_hif1a_targets_up
Curated_gene_sets:elvi...      89      0.145    0.00986      0.104     0.080982 Curated_gene_sets:elvidge_hif1a_targets_dn
Curated_gene_sets:elvi...       6      0.274    0.00485      0.336      0.20685 Curated_gene_sets:elvidge_hif2a_targets_up
Curated_gene_sets:elvi...      39     0.0886    0.00399      0.156      0.28466 Curated_gene_sets:elvidge_hif1a_and_hif2a_targets_up
Curated_gene_sets:elvi...     102     0.0332    0.00241     0.0993      0.36905 Curated_gene_sets:elvidge_hif1a_and_hif2a_targets_dn
Curated_gene_sets:jaat...     288     0.0429    0.00521     0.0594      0.23484 Curated_gene_sets:jaatinen_hematopoietic_stem_cell_up
