# ALPHA = 0.05
# TOT_SETS = 10651


# _SET1_ SET = Curated_gene_sets:kegg_pathways_in_cancer
# _SET1_ NGENES = 318
# _SET1_ P = 3.83538e-06
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET6_     ENSG00000108465    17   46040176   46064140    131      31  115265       2.5519    0.0053572
_SET6_     ENSG00000108468    17   46142414   46183883    190      34  118894       1.0794       0.1402
_SET6_     ENSG00000120093    17   46621232   46687274    222      60  116642       1.8609     0.031381
_SET6_     ENSG00000182742    17   46647875   46662473     49      21  118244       2.3649     0.009017
_SET6_     ENSG00000159217    17   47069774   47138012    223      55  107850       2.7285    0.0031814
_SET6_     ENSG00000167085    17   47476414   47497246     90      38  112640      0.81476      0.20761
_SET6_     ENSG00000108813    17   48041334   48057321     68      25  106671      0.80043      0.21173
_SET6_     ENSG00000141232    17   48934584   48950339     54      20  112263     -0.78498      0.78377
_SET6_     ENSG00000239672    17   49225897   49244789     84      21  124195      0.30613      0.37975
_SET6_     ENSG00000183691    17   54666060   54677951     28      14  110350       2.0871     0.018439
_SET6_     ENSG00000213246    17   56417539   56435454     68      24  113275        1.723     0.042444
_SET6_     ENSG00000108395    17   57054999   57189282    413      57  107092      0.35324      0.36195
_SET6_     ENSG00000141378    17   57746997   57789987    126      39  103894      0.16792      0.43332
_SET6_     ENSG00000121068    17   59472257   59491827     83      22  106261       1.5488     0.060714
_SET6_     ENSG00000108510    17   60014966   60147643    422      75   97535      -1.5992      0.94511
_SET6_     ENSG00000087191    17   61899512   61914379     66      21  105962       1.8855     0.029683
_SET6_     ENSG00000108654    17   62490734   62509317     75      25  106895      0.13573      0.44602
_SET6_     ENSG00000108854    17   62533413   62663186    418      40  104571     -0.42817      0.66574
_SET6_     ENSG00000171634    17   65816640   65985494    672      40   99582     -0.11235      0.54473
_SET6_     ENSG00000125398    17   70112161   70127561     52      25  105434    -0.075756      0.53019
_SET6_     ENSG00000125450    17   73196754   73236853    189      34  102574       1.3868     0.082753
_SET6_     ENSG00000108469    17   73617925   73668269    185      57  101614       2.0372     0.020818
_SET6_     ENSG00000132475    17   73767515   73786974     68      29  104923       1.6236     0.052231
_SET6_     ENSG00000132478    17   73775681   73826886    243      56  109484       1.1186      0.13166
_SET6_     ENSG00000129654    17   74127414   74142380     47      26  103423       1.8599     0.031452
_SET6_     ENSG00000078687    17   75995249   76109916    461      75  109450     -0.20541      0.58137
_SET6_     ENSG00000089685    17   76205267   76226717    133      22  127024      -0.9018      0.81642
_SET6_     ENSG00000173894    17   77746931   77766782     92      51   96072       1.7072     0.043896
_SET6_     ENSG00000141570    17   77760931   77780482     69      35  105764       1.5427     0.061454
_SET6_     ENSG00000141582    17   77801955   77818228     61      30  105617      0.23684      0.40639
_SET6_     ENSG00000141543    17   78104013   78125982    115      35  119443     -0.12604      0.55015
_SET6_     ENSG00000187531    17   79864815   79884199     64      38   79814       1.1849      0.11803
_SET6_     ENSG00000177426    18    3406606    3463409    307      80  105357      0.14213      0.44349
_SET6_     ENSG00000198081    18    5284018    5302052     90      23  120077      0.73055      0.23253
_SET6_     ENSG00000085415    18   12942132   12992535    230      49  113454      0.55525      0.28936
_SET6_     ENSG00000141448    18   19744404   19787491    115      48  102061    -0.076628      0.53054
_SET6_     ENSG00000101773    18   20373224   20611451    836      47  113360       1.9221     0.027297
_SET6_     ENSG00000154059    18   22001580   22038499    163      34  120278      -1.0872      0.86151
_SET6_     ENSG00000134504    18   24029874   24242365    930     160  116967      0.68596      0.24637
_SET6_     ENSG00000172466    18   32907176   32930446     88      30  109155     -0.66174      0.74593
_SET6_     ENSG00000186496    18   32941661   32962301     68      26  107883      -1.2223      0.88921
_SET6_     ENSG00000134759    18   33704407   33762909    235      38  118968      0.53117      0.29765
_SET6_     ENSG00000101489    18   34818010   35151000   1395     197  117137     -0.33917      0.63276
_SET6_     ENSG00000078043    18   44383353   44505123    466      45  116388      0.18398      0.42701
_SET6_     ENSG00000215474    18   44741293   44780554    121      28  121486       1.3364     0.090704
_SET6_     ENSG00000175387    18   45352922   45462515    473      61  106005      -1.1618      0.87735
_SET6_     ENSG00000101665    18   46441223   46482081    195      62  116789     -0.55199      0.70952
_SET6_     ENSG00000141644    18   47788252   47813144     84      33  115747      0.36139       0.3589
_SET6_     ENSG00000141646    18   48489410   48616415    359      57  103008     -0.21432      0.58485
_SET6_     ENSG00000134046    18   51674079   51756158    279      43  110994   -0.0090767      0.50362
_SET6_     ENSG00000081923    18   55308658   55475333    884     129  112791     -0.31977      0.62543
_SET6_     ENSG00000049759    18   55706599   56073772   1916     194  114000       1.1421       0.1267
_SET6_     ENSG00000011304    19     792075     817327    168      48  104193       1.3143     0.094369
_SET6_     ENSG00000197561    19     846014     861242     91      49   97487      -1.3543      0.91218
_SET6_     ENSG00000099817    19    1081594    1100598    151      59  115183      0.50813      0.30568
_SET6_     ENSG00000064932    19    1102636    1179282    454      78  113264       1.0262       0.1524
_SET6_     ENSG00000099622    19    1254384    1279879    118      59   85087     -0.41046      0.65926
_SET6_     ENSG00000181588    19    1549668    1573057    106      59   92995     -0.49656      0.69025
_SET6_     ENSG00000071655    19    1571639    1597882    117      48   93113      0.61442      0.26947
_SET6_     ENSG00000071564    19    1604291    1657604    268      82   93759      0.93016      0.17614
_SET6_     ENSG00000129911    19    1847399    1868567     88      21  113185      0.61524       0.2692
_SET6_     ENSG00000104885    19    2159148    2237577    484      69  106632     -0.77296      0.78023
_SET6_     ENSG00000065717    19    2992636    3052633    372      93  109008       1.5563     0.059817
_SET6_     ENSG00000104964    19    3047908    3068105    104      38  102875       1.8176     0.034561
_SET6_     ENSG00000141905    19    3354561    3474215    672     108  111831      0.70046      0.24182
_SET6_     ENSG00000105298    19    3605639    3631813    166      31  117656     -0.34202      0.63383
_SET6_     ENSG00000167657    19    3953451    3976121    113      43  103082       0.7305      0.23254
_SET6_     ENSG00000105229    19    4002644    4044384    254      43  107275      0.43829      0.33059
_SET6_     ENSG00000178951    19    4039362    4071943    135      41  106960      0.96099      0.16828
_SET6_     ENSG00000126934    19    4085319    4129126    238      79  100644      0.85374      0.19663
_SET6_     ENSG00000077463    19    4169106    4187601     83      28  105985       1.6653     0.047923
_SET6_     ENSG00000237247    19    7025589    7038022     26       7   86821     0.043552      0.48263
_SET6_     ENSG00000205718    19    7032759    7045190     29       8   84852    0.0026499      0.49894
_SET6_     ENSG00000230522    19    7044332    7056746     31      14   82197      0.12712      0.44942
_SET6_     ENSG00000182315    19    7051220    7063651     42      16   84939     -0.09822      0.53912
_SET6_     ENSG00000171105    19    7107266    7299045   1340     147  115110       3.6134   0.00015112
_SET6_     ENSG00000170948    19    8938074    8959016     92      27  108816       1.2225      0.11077
_SET6_     ENSG00000270011    19    9429850    9498293    318      35  109331      0.42017      0.33718
_SET6_     ENSG00000188629    19    9430021    9498293    318      35  109331      0.42017      0.33718
_SET6_     ENSG00000130816    19   10239021   10346962    422      63  111416       4.2797   9.3577e-06
_SET6_     ENSG00000220201    19   10410479   10425556     59      23  123288      0.13086      0.44794
_SET6_     ENSG00000079999    19   10591796   10619417    123      27  117956     -0.44024      0.67012
_SET6_     ENSG00000129351    19   10759937   10808093    172      49  102838     -0.42958      0.66625
_SET6_     ENSG00000127616    19   11066598   11181071    505      53  118696      0.72029      0.23567
_SET6_     ENSG00000197256    19   11269943   11313467    250      47  117308     -0.13613      0.55414
_SET6_     ENSG00000196646    19   12268879   12305064    117      39  108294      0.40347       0.3433
_SET6_     ENSG00000249709    19   12631184   12667356    145      59  104556       2.3506    0.0093703
_SET6_     ENSG00000171223    19   12897310   12909124     40      22  100151       1.3373     0.090566
_SET6_     ENSG00000179218    19   13044392   13060303     46      28   95341      0.42784      0.33438
_SET6_     ENSG00000008441    19   13101422   13214610    373      60  107179      0.61851      0.26812
_SET6_     ENSG00000160877    19   13223917   13256955    107      38  105452       1.8184       0.0345
_SET6_     ENSG00000187556    19   13967877   13996571    113      45   97078      -1.0167      0.84535
_SET6_     ENSG00000132024    19   14012014   14046692    147      43   96101     -0.96761      0.83338
_SET6_     ENSG00000074181    19   15265444   15316792    256      34  115767       1.0418      0.14875
_SET6_     ENSG00000127511    19   16935211   16996164    255      48  104642     -0.18224       0.5723
_SET6_     ENSG00000160113    19   17337692   17361749    132      48  112091   -0.0080567      0.50321
_SET6_     ENSG00000130522    19   18385563   18397432     76      18  120820     0.026053      0.48961
_SET6_     ENSG00000221983    19   18677540   18693360     74      16  110275      -0.4786      0.68389
_SET6_     ENSG00000005007    19   18937747   18984045    146      52  108886     -0.45118      0.67407
_SET6_     ENSG00000167491    19   19491635   19624740    557      47  104134       1.7964     0.036217
_SET6_     ENSG00000186010    19   19621545   19649285    109      25  105299      0.69773      0.24267
_SET6_     ENSG00000256771    19   19971695   20010483    186      39  113360       0.2574      0.39844
_SET6_     ENSG00000184635    19   20006722   20051384    212      47  115118      0.16294      0.43528
_SET6_     ENSG00000196705    19   21319827   21378034    183      41  111676     -0.29941      0.61769
_SET6_     ENSG00000167232    19   23482793   23583362    440      33  117017      0.93002      0.17618
_SET6_     ENSG00000197372    19   23703433   23875022    921      57  103739     -0.22501      0.58902
_SET6_     ENSG00000213096    19   24211276   24317654    390      34  128170      0.82983      0.20332
